pull_number,event_number,event_x,actor,time,state,commit_id,referenced,sha,title,body,html_url,is_bot,is_chatgpt,is_first_chatgpt,is_proceeding_chatgpt,chatgpt_event,owner_login,name,number,event_y,is_gpt_for
2728,29,committed,xingyaoww,2024-07-01 19:40:09,,,False,bb9170f666f35955109324b2c83e130dfbc92992,,,https://github.com/All-Hands-AI/OpenHands/commit/bb9170f666f35955109324b2c83e130dfbc92992,False,False,False,False,,,,,,
2728,30,committed,xingyaoww,2024-07-01 19:40:13,,,False,407d23eef3b5dd62a4cb3e3bd5e0d78066a71a2e,,,https://github.com/All-Hands-AI/OpenHands/commit/407d23eef3b5dd62a4cb3e3bd5e0d78066a71a2e,False,False,False,False,,,,,,
2728,31,committed,xingyaoww,2024-07-01 19:43:08,,,False,b55b6f02b4575f3ab30f9937721afd87a2a8ce0f,,,https://github.com/All-Hands-AI/OpenHands/commit/b55b6f02b4575f3ab30f9937721afd87a2a8ce0f,False,False,False,False,,,,,,
2728,32,committed,xingyaoww,2024-07-01 19:46:57,,,False,08d39a422f0a0656f2f0c4e12a0ee55488088cd9,,,https://github.com/All-Hands-AI/OpenHands/commit/08d39a422f0a0656f2f0c4e12a0ee55488088cd9,False,False,False,False,,,,,,
2728,33,convert_to_draft,xingyaoww,2024-07-01 19:47:27,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,34,committed,xingyaoww,2024-07-01 21:12:04,,,False,100af51c04e74f8885370b259b7b3edf96146596,,,https://github.com/All-Hands-AI/OpenHands/commit/100af51c04e74f8885370b259b7b3edf96146596,False,False,False,False,,,,,,
2728,35,cross-referenced,xingyaoww,2024-07-01 21:30:04,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,36,review-commented,enyst,2024-07-01 21:32:23,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,SGTM!,https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661562425,False,False,False,False,,,,,,
2728,37,ready_for_review,xingyaoww,2024-07-01 22:12:48,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,38,commented,enyst,2024-07-01 22:41:33,,,False,,,"I'm re-running a CI test that failed before, looks like some temporary pxssh issue, nothing else.",https://github.com/All-Hands-AI/OpenHands/pull/2728#issuecomment-2201253709,False,False,False,False,,,,,,
2728,39,reviewed,enyst,2024-07-01 22:49:59,commented,100af51c04e74f8885370b259b7b3edf96146596,False,,,,https://github.com/All-Hands-AI/OpenHands/pull/2728#pullrequestreview-2152360864,False,False,False,False,,,,,,
2728,40,review-commented,enyst,2024-07-01 22:49:59,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,"```suggestion
**This evaluation is performed using the official dockerized evaluation announced [here](https://github.com/princeton-nlp/SWE-bench/blob/main/docs/20240627_docker/README.md).**
```",https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661611773,False,False,False,False,,,,,,
2728,41,committed,enyst,2024-07-01 22:50:04,,,False,94f7845ede055991b139775e6fcf12d0af232108,,,https://github.com/All-Hands-AI/OpenHands/commit/94f7845ede055991b139775e6fcf12d0af232108,False,False,False,False,,,,,,
2728,42,reviewed,enyst,2024-07-01 22:50:21,approved,94f7845ede055991b139775e6fcf12d0af232108,False,,,,https://github.com/All-Hands-AI/OpenHands/pull/2728#pullrequestreview-2152361224,False,False,False,False,,,,,,
2728,43,reviewed,enyst,2024-07-01 22:52:30,commented,94f7845ede055991b139775e6fcf12d0af232108,False,,,,https://github.com/All-Hands-AI/OpenHands/pull/2728#pullrequestreview-2152363286,False,False,False,False,,,,,,
2728,44,review-commented,enyst,2024-07-01 22:52:30,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,Was the inclusion of poetry.lock intended?,https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661613014,False,False,False,False,,,,,,
2728,45,review-commented,enyst,2024-07-01 22:53:33,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,Aha. I wonder if this brought some of the many other updates.,https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661613590,False,False,False,False,,,,,,
2728,46,reviewed,enyst,2024-07-01 22:53:34,commented,94f7845ede055991b139775e6fcf12d0af232108,False,,,,https://github.com/All-Hands-AI/OpenHands/pull/2728#pullrequestreview-2152364455,False,False,False,False,,,,,,
2728,47,review-commented,enyst,2024-07-01 22:54:18,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,We may want to remember to remove this when it's fixed in swe-bench,https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661614009,False,False,False,False,,,,,,
2728,48,reviewed,enyst,2024-07-01 22:54:19,commented,94f7845ede055991b139775e6fcf12d0af232108,False,,,,https://github.com/All-Hands-AI/OpenHands/pull/2728#pullrequestreview-2152365180,False,False,False,False,,,,,,
2728,49,review-commented,enyst,2024-07-01 22:54:37,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,Ditto 👍 😅 ,https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661614129,False,False,False,False,,,,,,
2728,50,reviewed,enyst,2024-07-01 22:54:38,commented,94f7845ede055991b139775e6fcf12d0af232108,False,,,,https://github.com/All-Hands-AI/OpenHands/pull/2728#pullrequestreview-2152365448,False,False,False,False,,,,,,
2728,51,review-commented,xingyaoww,2024-07-01 23:13:28,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,Yes i think so! I specifically used `--no-update` here!,https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661623684,False,False,False,False,,,,,,
2728,52,review-commented,xingyaoww,2024-07-01 23:13:55,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,"Definitely! When my other PR on SWE-Bench repo is merged, i will update this.",https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661623885,False,False,False,False,,,,,,
2728,53,reviewed,enyst,2024-07-01 23:26:34,commented,94f7845ede055991b139775e6fcf12d0af232108,False,,,,https://github.com/All-Hands-AI/OpenHands/pull/2728#pullrequestreview-2152394983,False,False,False,False,,,,,,
2728,54,review-commented,enyst,2024-07-01 23:26:34,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,"```suggestion
If you want to save disk space a bit (e.g., with ~50GB free disk space), while speeding up the image pre-build process, you can pull the environment-level docker images:
```",https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1661630125,False,False,False,False,,,,,,
2728,55,committed,enyst,2024-07-01 23:26:39,,,False,52ef691b847e66f037cf2ebc64c819e70132bff5,,,https://github.com/All-Hands-AI/OpenHands/commit/52ef691b847e66f037cf2ebc64c819e70132bff5,False,False,False,False,,,,,,
2728,56,auto_squash_enabled,neubig,2024-07-01 23:42:21,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,57,commented,enyst,2024-07-01 23:45:19,,,False,,,"It doesn't seem to play nicely with old directories? @xingyaoww 

Edit: wait, never mind... probably just wrong directory on my install.

```
git:(xw/use-latest-swebench) ✗ ./evaluation/swe_bench/scripts/eval_infer.sh ./evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint/output.jsonl 
INSTANCE_ID: 
Evaluating output.jsonl @ /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint
==============================================================
Detecting whether PROCESS_FILEPATH is in OD format or in SWE-bench format
==============================================================
The file IS NOT in SWE-bench format.
Merged output file with fine-grained report will be saved to /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint
Converting /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint/output.jsonl to /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint/output.swebench.jsonl
SWEBENCH_FORMAT_JSONL: /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint/output.swebench.jsonl
==============================================================
Running SWE-bench evaluation
==============================================================
Running SWE-bench evaluation on the whole input file...
2024-07-02 01:43:00,714 - datasets - INFO - PyTorch version 2.2.2 available.
<frozen runpy>:128: RuntimeWarning: 'swebench.harness.run_evaluation' found in sys.modules after import of package 'swebench.harness', but prior to execution of 'swebench.harness.run_evaluation'; this may result in unpredictable behaviour
usage: run_evaluation.py [-h] --predictions_path PREDICTIONS_PATH --log_dir LOG_DIR --swe_bench_tasks SWE_BENCH_TASKS --testbed TESTBED [--conda_link CONDA_LINK]
                         [--log_suffix LOG_SUFFIX] [--skip_existing] [--timeout TIMEOUT] [--verbose] [--num_processes NUM_PROCESSES]
run_evaluation.py: error: the following arguments are required: --log_dir, --swe_bench_tasks, --testbed
MODEL_NAME_OR_PATH: gpt-4o_maxiter_30_N_v1.6-no-hint
RESULT_OUTPUT_DIR: /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint
mv: rename run_instance_logs/20240702_014300/gpt-4o_maxiter_30_N_v1.6-no-hint to /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint/gpt-4o_maxiter_30_N_v1.6-no-hint: No such file or directory
mv: rename /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint/gpt-4o_maxiter_30_N_v1.6-no-hint to /Users/enyst/repos/devin/evaluation/evaluation_outputs/outputs/swe_bench_lite/CodeActAgent/gpt-4o_maxiter_30_N_v1.6-no-hint/eval_outputs: No such file or directory
Traceback (most recent call last):
  File ""/Users/enyst/repos/devin/evaluation/swe_bench/scripts/eval/update_output_with_eval.py"", line 77, in <module>
    f.write(output_md)
            ^^^^^^^^^
NameError: name 'output_md' is not defined
```

",https://github.com/All-Hands-AI/OpenHands/pull/2728#issuecomment-2201445831,False,True,True,False,,All-Hands-AI,OpenHands,2728.0,commented,gpt not assistance
2728,58,mentioned,xingyaoww,2024-07-01 23:45:21,,,False,,,,,False,False,False,True,57.0,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,59,subscribed,xingyaoww,2024-07-01 23:45:21,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,60,merged,neubig,2024-07-01 23:58:30,,6a0ffc5c619dff80487c40bdf9f5c6ff062cb367,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,61,closed,neubig,2024-07-01 23:58:30,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,62,head_ref_deleted,neubig,2024-07-01 23:58:31,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,63,cross-referenced,xingyaoww,2024-07-02 18:47:56,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,64,review-commented,john-b-yang,2024-07-02 19:17:04,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,Just popping in to indicate the SWE-bench PR @xingyaoww posted was merged! Love the work OpenDevin is doing 😄 ,https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1663041822,False,False,False,False,,,,,,
2728,65,review-commented,john-b-yang,2024-07-02 19:17:41,,52ef691b847e66f037cf2ebc64c819e70132bff5,False,,,"Actually, maybe I'll make a PR for this 😛",https://github.com/All-Hands-AI/OpenHands/pull/2728#discussion_r1663043041,False,False,False,False,,,,,,
2728,66,cross-referenced,enyst,2024-07-02 20:31:12,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,67,unsubscribed,sirian71,2024-07-12 15:28:53,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,68,cross-referenced,xingyaoww,2024-07-16 01:53:14,,,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
2728,69,referenced,priyank-infocusp,2024-07-17 05:34:55,,c6eb29b8abe3fda664c229f04faa2f155f8713a9,False,,,,,False,False,False,False,,ESPresense,ESPresense.github.io,147.0,,gpt not assistance
